135,763,4
135,875,1
135,229,7
135,560,5
136,302,8
136,769,1
137,63,8
137,621,9
138,677,7
139,886,2
139,113,10
139,912,10
139,575,9
139,312,5
140,365,6
141,926,4
141,464,8
141,911,3
142,738,10
143,628,4
143,863,2
143,807,7
143,783,6
144,704,6
144,593,7
144,82,1
145,57,10
146,61,6
146,567,0
146,636,5
146,139,10
146,730,8
147,515,2
147,355,10
148,265,2
148,301,2
148,551,2
148,207,8
148,643,9
149,854,4
149,356,4
149,333,3
149,767,3
149,506,1
150,402,8
150,723,8
150,607,8
150,655,6
151,739,5
151,272,6
151,191,4
151,450,4
151,275,2
152,339,3
152,775,6
152,598,0
152,810,2
152,711,0
153,855,2
153,54,7
153,350,0
154,491,1
154,575,10
155,532,10
155,337,4
155,33,0
155,156,8
155,449,4
156,744,6
156,820,6
157,296,1
157,985,9
157,661,7
157,921,3
157,685,2
158,585,3
158,794,8
158,241,1
158,640,10
158,513,8
159,2,0
160,661,2
160,113,10
160,51,0
160,191,5
161,778,8
161,405,6
161,757,8
161,771,3
161,892,4
162,873,10
162,466,6
162,982,6
162,133,1
163,392,6
163,447,0
164,490,4
164,985,1
164,573,10
165,756,2
165,47,8
165,372,8
165,858,8
165,57,3
166,933,6
167,599,3
167,150,4
167,595,1
167,640,9
168,515,7
168,86,1
168,345,4
169,657,9
169,800,6
169,335,8
170,406,9
170,347,3
170,253,4
171,492,10
172,23,8
173,44,6
173,578,4
173,557,0
173,584,4
174,413,2
174,890,4
174,556,3
175,5,9
176,526,7
177,569,9
177,36,3
177,917,9
177,227,6
177,454,2
178,597,9
178,866,5
179,888,2
179,685,0
179,75,4
180,719,1
180,614,10
181,550,3
181,270,0
181,103,7
181,184,9
182,661,10
182,313,1
182,537,6
182,789,10
182,223,6
183,902,0
183,20,7
183,158,2
184,505,6
184,839,5
184,951,6
184,766,6
184,337,0
185,379,3
186,594,2
186,710,1
186,566,6
186,437,9
186,541,1
187,188,10
187,981,8
188,539,1
188,885,5
188,840,0
188,708,9
189,571,6
189,464,4
190,768,1
190,364,1
190,370,9
190,892,1
191,667,4
191,929,4
192,885,7
192,205,0
193,777,0
193,521,1
194,420,0
194,786,0
194,229,4
194,7,3
195,10,1
195,443,6
196,398,0
196,266,8
196,330,10
196,693,0
196,185,0
197,536,0
197,521,3
197,424,1
197,7,10
197,307,3
198,222,8
198,212,3
198,851,1
198,749,1
199,330,7
199,529,7
199,62,9
200,222,10
200,903,3
200,822,9
200,93,10
201,512,10
201,623,4
201,188,4
201,756,4
202,752,2
203,805,0
203,475,4
203,379,3
203,209,1
203,996,5
204,490,6
204,882,1
204,386,4
205,461,2
205,521,8
205,616,8
205,766,8
206,536,0
206,273,2
206,696,0
206,584,10
206,357,5
207,114,0
207,271,10
207,352,4
207,600,0
207,801,1
208,185,6
208,655,6
208,234,6
208,899,3
209,872,0
209,379,0
209,719,2
209,11,8
209,972,10
210,501,0
210,386,5
210,226,1
211,140,5
211,556,7
211,538,10
212,527,3
213,662,8
213,721,0
214,779,4
215,653,7
215,103,10
215,554,10
216,539,3
216,9,5
216,929,7
216,803,9
217,155,0
217,712,10
218,804,7
218,554,4
218,277,5
218,421,0
218,511,2
219,640,8
219,954,9
220,352,5
220,842,9
221,924,9
222,175,8
222,487,1
223,467,3
223,834,0
223,26,4
223,435,2
224,762,9
224,660,4
224,453,4
224,753,8
224,916,4
225,210,8
226,874,4
227,478,3
227,695,8
227,688,0
227,424,10
228,574,2
228,979,1
229,603,2
229,339,0
230,287,9
230,253,7
230,708,2
230,75,8
231,53,0
231,110,1
231,801,2
231,939,3
232,18,0
233,97,10
234,92,7
234,827,4
234,152,1
235,275,1
235,226,9
235,710,7
235,468,6
235,947,1
236,901,0
236,177,10
236,986,4
236,1000,3
237,504,0
237,273,3
237,498,4
237,243,9
237,458,3
238,469,3
238,170,9
238,624,6
239,457,10
239,439,0
239,329,4
239,852,2
239,44,8
240,486,4
241,39,8
242,354,8
242,789,8
242,323,6
242,605,3
242,392,1
243,962,9
244,870,3
244,826,4
244,152,7
244,796,4
245,925,9
245,107,6
245,347,2
246,517,7
246,214,10
246,863,4
246,39,6
246,530,8
247,884,2
247,80,2
248,295,7
248,66,0
248,671,0
249,299,5
249,163,10
250,512,5
251,123,9
252,868,7
252,554,2
253,417,5
254,973,4
254,762,1
255,378,8
255,884,9
255,158,9
256,545,1
256,59,4
257,699,5
258,780,10
258,609,4
258,651,10
258,702,2
258,957,2
259,5,1
259,776,8
259,1,3
259,930,7
259,796,3
260,631,6
260,686,5
260,275,10
261,210,0
261,797,0
262,831,9
262,394,2
263,129,1
263,686,9
264,284,7
264,535,7
264,414,7
264,865,2
265,241,0
266,958,10
266,174,8
267,94,2
267,479,4
267,987,6
268,868,8
268,193,2
268,937,4
268,576,3
268,882,8
269,367,1
269,99,10
269,492,3
270,981,10
271,457,7
271,595,8
272,70,5
273,55,9
273,510,8
274,451,8
274,103,6
274,450,10
275,756,0
275,194,3
275,704,2
275,216,2
275,663,9
276,175,2
276,468,4
276,319,9
277,964,2
278,923,1
278,441,8
279,762,9
279,690,2
279,613,3
280,961,3
280,525,4
281,757,10
282,708,7
282,352,7
283,365,1
283,640,3
283,505,0
283,276,5
284,690,7
285,110,3
285,198,1
285,337,1
285,240,0
286,969,9
286,335,4
286,721,5
286,253,1
286,6,1
287,202,0
287,536,5
287,457,2
287,660,6
287,979,6
288,23,5
288,302,2
288,167,3
288,722,1
289,632,7
290,12,3
291,877,3
291,727,2
291,88,2
292,542,2
292,543,9
292,735,5
293,745,2
293,356,5
293,558,6
294,389,9
294,352,6
294,261,2
294,149,3
295,441,8
296,501,10
296,986,0
296,95,8
296,324,6
297,581,7
297,351,1
297,405,6
297,339,8
297,957,9
298,417,1
298,591,1
298,798,4
298,497,0
298,37,2
299,581,8
299,383,7
299,714,2
299,727,5
300,81,1
300,873,8
300,727,2
300,883,1
301,309,9
301,930,5
301,558,5
301,382,7
302,995,3
303,830,0
303,885,5
303,451,6
304,544,7
304,973,6
304,591,7
304,744,1
305,18,6
306,710,7
306,919,1
306,232,2
306,910,0
307,179,6
307,24,8
307,478,9
308,395,0
308,75,4
308,428,7
308,160,4
309,971,2
309,738,8
309,413,8
309,377,9
310,647,3
310,821,5
310,322,1
311,155,10
311,535,8
311,196,10
311,696,0
312,512,7
312,31,9
312,81,10
312,115,7
313,597,8
313,252,2
313,983,8
314,258,6
314,881,5
314,783,7
314,955,2
314,899,2
315,81,8
315,304,0
316,487,3
316,992,5
316,761,10
317,232,6
318,853,6
319,588,2
319,59,4
319,146,4
320,354,8
320,859,9
321,670,7
321,663,2
321,63,9
321,698,10
322,922,4
322,544,0
322,981,6
323,942,4
323,931,9
323,632,8
323,598,9
324,846,9
324,985,2
325,961,0
325,621,10
325,165,6
325,452,1
325,550,0
326,831,6
326,793,4
326,625,6
327,20,7
327,878,7
328,467,10
328,348,1
329,652,9
329,692,6
329,113,4
329,902,7
330,250,9
330,298,6
331,568,8
331,774,3
332,841,5
333,661,9
333,833,4
333,149,10
334,831,0
335,235,8
336,480,6
337,768,1
337,932,0
337,813,10
337,101,2
338,86,0
338,386,1
339,282,6
339,997,2
339,689,9
339,480,0
340,489,6
340,175,1
341,336,3
341,541,10
342,317,4
342,801,1
343,543,4
343,954,10
343,275,2
344,152,9
345,870,0
345,573,5
345,877,4
345,424,9
346,693,1
347,868,10
348,620,3
348,784,8
348,394,2
348,72,6
348,696,0
349,859,0
349,338,9
350,355,6
350,589,9
351,654,4
351,994,10
351,921,0
352,106,5
353,665,2
353,704,3
353,98,0
354,93,0
354,423,4
354,876,0
354,181,6
354,140,0
355,472,6
355,617,7
355,409,8
355,363,7
355,359,2
356,80,8
356,917,9
356,184,8
356,771,8
356,978,9
357,586,6
357,228,5
357,283,7
357,904,6
358,952,4
359,544,9
359,650,5
360,256,1
360,530,5
360,926,3
360,687,6
361,959,1
362,595,10
363,284,4
363,15,9
364,129,5
364,633,9
365,476,2
365,776,4
365,390,9
366,960,1
366,349,7
366,887,6
366,199,9
366,608,4
367,208,3
367,646,8
367,106,5
367,92,8
368,616,4
368,278,5
368,365,9
368,973,0
369,986,3
369,902,6
370,947,0
370,478,9
371,723,5
371,577,1
372,265,0
372,475,1
372,424,7
372,423,1
372,288,0
373,766,5
373,615,5
374,990,2
374,260,5
374,297,5
374,523,5
375,284,3
376,629,3
377,468,9
377,479,10
377,398,9
377,160,8
377,593,1
378,592,8
378,533,4
378,273,9
379,48,4
379,185,6
379,634,2
379,122,0
380,951,4
380,98,2
380,992,1
380,804,2
381,66,3
381,488,4
381,50,1
381,228,10
381,116,3
382,512,0
383,120,0
383,953,2
384,798,9
384,278,8
384,749,6
385,451,1
386,317,3
386,531,8
386,646,0
386,160,6
387,474,1
387,737,5
387,32,5
388,132,2
388,814,1
389,953,10
389,288,2
389,204,7
389,807,3
389,16,3
390,137,1
391,311,9
392,324,5
392,773,7
392,648,2
392,917,2
392,181,3
393,214,4
394,73,7
394,231,8
394,604,10
394,705,3
395,935,4
396,462,6
396,405,10
396,829,8
397,251,5
397,42,0
398,177,8
398,68,1
398,118,3
398,435,8
399,992,6
399,19,4
399,221,6
399,271,1
399,998,8
400,216,7
400,90,3
401,360,9
401,624,3
402,491,9
402,376,0
402,983,2
403,424,10
404,410,9
405,97,9
406,556,3
406,402,5
406,664,8
406,622,7
407,439,8
407,246,9
408,32,3
409,130,5
409,291,8
409,237,4
409,619,10
409,192,4
410,354,3
410,138,3
410,583,10
410,811,6
411,385,1
411,711,8
411,760,0
411,358,8
412,976,5
412,749,2
412,185,1
412,54,8
413,789,2
413,731,5
414,317,6
414,727,9
414,704,4
415,75,3
415,967,7
415,941,3
416,94,8
416,739,0
416,369,3
417,375,3
418,877,7
418,705,0
418,425,2
418,693,4
419,958,1
419,310,3
419,432,1
419,307,8
419,851,2
420,536,4
420,58,9
420,304,3
420,630,5
421,395,10
421,327,3
421,28,3
421,2,7
421,394,2
422,191,8
422,313,6
422,44,2
423,944,8
423,518,7
423,327,10
423,242,3
423,292,10
424,557,2
424,676,1
425,623,2
425,566,8
425,39,4
426,660,1
426,652,0
426,496,6
427,598,3
428,670,10
429,505,1
429,440,10
429,950,5
430,37,6
430,710,10
430,982,8
430,869,8
431,882,4
431,883,1
432,940,4
432,309,9
432,52,10
433,938,0
434,350,2
434,626,1
434,265,8
434,591,6
435,235,8
435,220,5
435,431,9
436,660,6
436,518,4
436,583,3
436,582,3
436,968,1
437,99,8
437,160,2
437,597,6
437,806,5
438,387,4
438,511,8
438,583,7
438,626,6
438,586,9
439,899,5
440,972,8
440,126,3
441,909,2
441,931,5
441,142,10
441,855,2
442,864,8
442,324,3
443,493,6
444,890,0
444,90,10
445,928,6
445,677,0
446,696,6
446,737,1
447,479,7
447,984,10
447,682,10
447,930,5
448,173,8
448,939,2
448,490,2
448,759,4
448,425,0
449,346,6
450,438,10
451,48,8
451,793,7
451,303,0
452,429,3
452,421,10
452,806,0
453,222,8
453,817,10
454,170,4
454,626,3
454,892,0
455,185,6
455,35,10
455,62,1
455,520,9
456,291,0
456,606,10
456,46,4
456,754,8
456,775,9
457,295,6
457,26,8
458,617,5
458,15,2
459,412,7
460,857,4
460,27,2
461,435,9
461,949,8
461,700,4
462,713,1
462,771,8
462,491,10
462,195,10
463,62,5
464,117,10
464,6,10
464,410,7
465,943,10
465,333,7
465,297,0
465,673,10
465,9,4
466,481,2
466,841,10
466,923,3
466,525,4
466,383,1
467,185,8
467,365,3
468,396,8
468,435,1
468,553,10
468,59,4
469,823,7
469,731,7
469,483,10
469,604,6
469,475,0
470,274,6
470,565,4
470,268,5
470,16,2
470,411,6
471,329,2
471,890,7
471,665,10
471,133,2
472,874,3
472,218,10
472,933,6
472,394,7
472,389,7
473,277,2
473,222,0
473,606,6
473,501,6
474,936,3
475,587,9
475,487,5
475,543,4
476,871,8
476,187,1
476,701,1
476,359,6
477,895,5
477,461,3
477,513,1
477,488,4
477,294,3
478,243,2
479,222,3
479,129,1
480,820,3
481,701,1
481,980,2
482,684,10
482,864,2
482,391,6
482,213,7
483,162,6
484,231,6
484,274,6
484,364,4
485,552,10
485,136,6
485,819,5
485,24,4
485,66,5
486,688,0
486,91,0
487,524,7
487,915,6
487,364,9
487,456,1
487,824,7
488,983,7
488,729,9
488,715,8
488,206,10
489,695,2
489,125,2
490,798,8
490,360,9
490,885,3
491,482,8
491,290,8
491,84,8
492,807,3
492,335,7
493,633,9
493,776,0
493,801,4
493,526,9
494,332,5
494,629,3
494,361,10
494,559,8
494,83,3
495,615,9
496,581,2
496,402,5
497,720,6
497,291,8
497,168,5
497,492,6
497,86,5
498,38,1
498,432,1
499,933,9
499,58,4
499,412,0
499,361,3
499,612,9
500,547,8
501,370,9
501,808,2
501,160,0
502,899,7
502,699,4
502,160,1
502,686,1
503,585,10
503,709,10
504,270,0
504,936,3
504,518,4
505,797,0
505,114,5
506,661,6
507,155,0
507,298,0
508,110,4
508,434,2
509,390,5
509,903,9
509,686,7
510,850,9
510,250,8
510,925,6
510,346,3
510,678,6
511,982,1
511,99,8
511,50,6
511,762,8
512,346,6
512,532,4
512,38,9
512,90,10
512,161,10
513,654,0
513,240,2
513,125,2
513,152,6
513,216,7
514,658,0
515,981,6
515,744,9
515,250,10
515,172,2
516,416,5
516,897,6
516,519,4
516,345,8
516,620,0
517,629,7
517,41,6
517,532,10
517,123,2
518,955,7
518,9,8
518,431,8
518,385,1
519,314,6
520,596,5
520,104,3
520,857,8
520,666,6
520,538,10
521,877,9
521,112,8
521,689,10
521,70,10
522,636,3
522,177,7
522,923,3
523,240,5
523,600,4
524,596,1
524,437,4
524,895,8
525,394,4
525,765,10
525,432,6
526,370,6
526,179,0
526,322,8
526,761,4
527,935,7
527,310,4
527,732,4
527,672,0
527,965,0
528,853,5
529,704,3
529,658,3
529,978,5
530,106,1
531,307,3
531,329,5
531,440,5
532,832,4
533,887,3
533,411,8
533,116,6
534,121,6
534,398,4
534,13,1
534,14,2
534,57,7
535,714,6
535,892,7
535,939,1
535,428,0
536,652,3
536,511,1
536,334,6
536,351,2
536,575,3
537,654,4
537,186,9
537,134,3
537,608,5
537,275,5
538,883,10
538,796,4
538,931,4
538,659,9
538,82,7
539,594,10
539,525,8
539,106,0
539,945,5
539,96,0
540,566,4
540,396,5
540,121,4
540,506,7
540,847,8
541,457,10
542,874,2
542,749,9
543,250,8
543,78,7
543,758,7
543,703,9
544,29,6
544,865,2
545,615,9
546,900,3
546,454,10
546,192,10
547,66,3
547,23,0
547,481,7
548,290,8
548,672,10
548,254,6
549,299,7
549,351,2
549,376,0
549,666,3
549,689,4
550,932,2
551,300,1
551,873,1
551,476,6
551,15,10
551,554,6
552,72,2
552,967,6
553,594,6
553,647,0
553,145,1
553,336,5
554,217,10
554,34,5
554,951,5
555,697,0
555,164,4
555,581,5
555,764,8
556,934,3
556,603,10
556,430,9
556,132,4
556,627,10
557,343,0
557,695,7
558,347,3
558,958,2
559,769,10
559,269,4
559,126,0
559,521,6
560,457,1
560,924,6
560,231,6
560,844,6
561,212,1
561,728,0
562,988,4
562,354,0
562,326,6
562,7,9
563,269,2
563,504,1
564,720,10
564,841,0
564,128,10
564,777,4
565,940,0
565,872,1
565,584,9
565,718,0
565,137,7
566,914,9
566,156,7
567,624,0
567,923,0
567,825,2
567,177,1
567,590,9
568,439,4
568,732,8
568,976,8
568,229,0
569,373,7
569,855,5
569,597,10
570,346,10
570,937,7
570,599,3
571,794,0
571,533,9
571,653,0
572,169,7
572,607,6
573,473,4
573,303,4
574,347,8
574,196,4
575,650,10
575,768,7
575,401,4
576,844,9
577,753,10
577,91,9
577,12,8
578,670,1
578,343,4
579,85,9
579,288,2
579,679,9
579,382,7
580,995,4
580,800,7
580,990,5
580,890,8
580,96,10
581,232,9
581,62,1
581,21,9
582,428,9
582,720,5
582,520,6
583,77,5
583,193,9
583,376,7
584,282,2
584,88,0
585,873,7
585,796,2
585,426,7
586,911,2
586,91,1
586,121,1
587,769,4
588,974,2
588,881,9
588,165,7
588,951,5
588,644,4
589,863,2
590,277,9
590,657,5
590,931,9
590,669,3
590,647,8
591,848,4
591,424,3
592,937,5
592,603,6
592,916,4
593,695,7
593,993,4
593,925,3
594,745,5
594,594,1
594,397,7
595,961,10
595,356,0
595,597,1
596,448,2
596,525,5
597,747,0
597,973,2
597,115,4
597,35,1
598,404,6
598,582,7
599,421,7
600,936,3
600,119,9
600,206,5
600,184,7
600,456,6
601,532,2
601,950,5
601,330,4
601,341,6
602,22,7
603,611,7
603,583,9
603,716,6
603,479,2
603,503,9
604,829,0
605,135,7
605,537,0
605,602,8
605,796,9
606,718,2
606,903,8
607,984,1
607,637,10
607,228,2
608,815,2
608,562,3
608,469,4
608,463,2
608,847,1
609,182,3
609,607,5
609,381,1
610,508,6
611,449,5
611,412,7
611,794,10
611,13,2
612,721,4
612,509,7
612,254,1
613,354,0
613,379,7
613,780,4
613,760,9
613,396,6
614,820,1
615,345,8
615,528,0
616,487,5
616,664,8
616,89,1
616,415,3
617,85,5
618,64,7
618,919,0
618,222,7
619,80,9
619,464,3
619,123,1
620,807,9
620,17,10
621,665,7
621,629,10
621,941,9
621,786,0
622,89,5
622,702,0
622,716,2
622,749,9
622,3,2
623,351,0
624,960,6
624,579,0
624,59,6
624,313,0
624,733,1
625,575,2
625,303,5
626,489,2
626,59,9
627,195,4
627,247,1
627,851,1
627,101,1
627,57,8
628,351,1
629,670,0
629,779,8
629,669,5
629,943,2
629,618,5
630,496,3
630,62,1
631,531,8
631,871,10
632,257,10
632,771,7
632,446,2
632,585,7
633,235,2
633,643,1
633,680,4
634,782,10
634,767,0
634,887,0
634,604,3
635,904,10
635,991,10
635,869,9
636,697,9
636,123,9
636,993,7
636,373,5
637,369,0
637,411,1
637,898,8
637,738,8
637,701,2
638,833,3
638,491,4
639,215,10
639,139,8
639,652,1
639,9,8
639,621,2
640,831,8
641,848,9
642,17,0
642,243,6
642,793,7
643,845,3
643,151,5
643,226,8
643,638,9
644,46,7
644,564,5
644,903,8
645,917,7
645,218,2
646,811,1
647,149,2
647,272,4
648,48,9
648,993,10
648,156,0
648,847,9
648,52,0
649,756,1
649,545,0
650,666,3
650,35,2
650,122,7
650,138,7
651,721,1
651,584,9
651,820,9
651,303,10
652,375,7
652,176,7
652,543,10
653,492,5
653,848,2
653,563,9
654,595,3
654,748,6
654,134,1
655,312,9
655,259,1
656,3,0
656,783,2
656,613,2
656,789,9
657,425,2
657,522,3
657,475,4
657,645,0
658,21,8
658,369,1
658,4,2
658,579,3
659,618,2
659,543,8
659,770,2
659,223,5
659,751,9
660,39,4
660,367,6
660,806,0
660,247,4
661,288,2
661,284,1
661,389,10
662,903,1
662,582,5
663,77,6
663,646,3
663,526,5
664,197,2
664,31,9
664,74,8
664,698,2
665,716,5
665,479,5
665,567,1
666,614,8
666,865,1
666,78,4
667,562,10
667,300,2
667,896,5
668,168,7
668,656,10
668,227,1
668,488,0
669,57,1
669,584,2
669,550,2
670,111,3
670,606,3
671,579,7
672,948,1
672,580,10
672,681,10
672,412,6
672,964,1
673,416,6
674,299,1
674,690,2
675,150,2
675,332,2
676,325,4
676,444,8
676,711,4
676,649,6
676,502,7
677,707,4
677,663,9
677,788,5
677,559,9
678,92,3
678,727,4
678,990,1
678,95,8
678,686,6
679,83,3
679,706,5
679,543,10
679,707,2
680,380,4
680,867,0
680,533,5
680,231,8
680,636,5
681,916,4
681,347,9
681,145,5
681,94,3
682,88,0
682,750,6
683,7,6
683,993,8
683,41,7
683,936,0
683,818,4
684,615,8
684,491,9
684,353,10
685,662,8
686,10,2
687,997,10
687,791,8
687,857,9
687,423,6
688,516,10
688,244,8
688,611,4
688,198,6
688,129,8
689,262,9
689,972,3
690,975,4
690,153,7
691,87,9
691,377,8
691,743,9
691,184,5
692,465,7
692,458,0
693,495,9
693,436,4
693,429,5
693,908,5
694,149,6
695,843,1
695,230,7
695,994,6
695,360,3
696,336,6
697,856,8
697,460,9
697,39,4
697,256,8
698,921,0
699,416,6
699,736,4
700,851,8
700,348,7
701,298,10
701,817,6
701,34,4
702,49,5
702,633,7
703,12,0
703,605,9
703,278,9
704,163,9
704,707,4
704,241,2
704,100,3
705,879,2
705,676,10
706,791,5
706,805,9
706,694,1
707,868,1
707,580,0
708,992,0
708,752,3
708,219,4
709,390,2
709,359,0
709,609,8
709,880,1
710,75,6
711,567,9
711,471,2
711,331,4
711,326,7
712,851,4
712,34,10
712,354,2
713,745,10
714,867,2
714,813,7
715,743,5
716,194,2
716,375,2
716,596,0
717,281,7
718,213,10
718,576,1
718,350,6
718,616,0
719,322,10
719,174,1
719,485,9
720,872,5
720,189,6
720,112,6
721,438,3
721,560,9
722,593,6
722,366,9
723,213,0
723,890,1
724,617,0
724,306,7
724,582,1
724,82,10
725,667,4
725,255,6
726,432,2
726,632,7
727,381,4
727,167,9
728,811,7
728,381,9
728,611,10
729,266,10
729,968,8
729,369,10
729,102,2
729,538,6
730,931,5
730,266,2
730,184,4
730,636,4
731,189,5
731,603,9
731,704,10
732,171,10
732,28,9
733,894,3
733,653,5
733,686,8
734,693,0
734,954,6
734,955,1
734,835,1
734,994,10
735,314,5
735,739,6
736,656,9
736,48,10
736,792,7
736,391,1
736,334,8
737,637,10
737,156,7
737,341,0
738,509,6
738,545,10
738,756,9
739,849,4
739,626,2
740,914,3
740,393,5
740,58,4
741,13,5
742,294,9
743,944,10
743,727,0
743,113,10
744,484,8
745,727,1
745,623,3
746,39,1
747,273,5
747,645,7
748,23,0
748,673,6
748,80,8
749,265,9
750,277,1
750,817,7
751,220,6
752,900,9
752,888,1
753,356,4
753,40,4
754,492,9
754,308,3
754,398,9
754,249,2
754,484,7
755,839,8
755,381,1
755,371,7
755,272,0
755,3,1
756,256,10
757,915,10
757,970,6
758,241,0
758,578,8
759,140,2
759,507,5
759,486,5
759,754,1
760,684,8
760,529,7
761,259,7
762,15,5
762,473,5
762,776,1
762,319,8
762,391,6
763,635,4
763,215,0
764,102,1
764,876,8
764,986,7
764,772,5
764,421,0
765,333,3
765,428,6
765,952,10
765,422,3
766,998,2
767,611,9
767,340,2
767,396,2
767,633,10
768,151,7
768,761,6
768,265,6
768,685,6
768,173,0
769,429,8
770,262,7
770,692,9
770,387,5
770,833,10
771,244,0
771,432,8
771,66,7
771,408,4
771,626,8
772,931,0
772,732,0
772,858,1
772,551,3
773,602,8
773,597,8
773,478,3
773,147,4
773,541,0
774,552,2
774,817,3
774,523,10
775,271,6
775,430,10
775,623,6
776,609,6
777,106,4
777,959,5
778,938,7
778,688,3
778,118,8
778,30,2
779,168,1
780,210,0
780,961,9
781,379,1
781,591,4
781,790,5
781,676,9
781,674,4
782,625,9
783,766,2
783,689,10
783,854,2
784,667,10
784,666,6
784,686,6
785,725,7
786,783,4
787,347,7
787,824,8
787,364,5
787,718,1
788,138,4
788,610,1
788,101,9
789,866,2
789,808,0
789,36,7
789,375,2
